CASENUMBER,CASECLASSIFICATION,TYPEOFBUSINESS,TYPEOFCOMPLAINT,CONSTRUCTIONREFERRAL,CITATIONISSUED,OPENDATE,CLOSEDATE,OUTCOME,ADDRESS,COUNCILDISTRICT,PARCELID,LOCATION
2021 075987-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,05/19/2021 12:00:00 AM,05/20/2021 12:00:00 AM,Closed/Duplicate Case,5900 CEDARDALE DRIVE,2,0417100207,POINT (-97.78100641 30.203968)
2020 147588-CC,COVID-19,Restaurant,Face Covering,,,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2021 020167-CC,COVID-19,Apartment Common Area,Over Occupancy,,,02/07/2021 12:00:00 AM,02/08/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1804 GARDEN STREET,3,0202070714,POINT (-97.72639342 30.2548739)
2021 003081-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,01/08/2021 12:00:00 AM,01/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2020 072058-CC,COVID-19,Restaurant,Over Occupancy,,,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2021 020183-CC,COVID-19,Restaurant,Over Occupancy,,,02/07/2021 12:00:00 AM,02/08/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,6705 W 290 HWY,,,POINT (-88.448709 24.923983)
2021 006602-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,01/17/2021 12:00:00 AM,01/17/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2700 S LAMAR BOULEVARD,5,0401090154,POINT (-97.78045913 30.24539071)
2021 013615-CC,COVID-19,Restaurant,Over Occupancy,,,01/30/2021 12:00:00 AM,01/31/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2021 013427-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/30/2021 12:00:00 AM,01/30/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7715 E BEN WHITE BLVD EB,,,POINT (-88.448709 24.923983)
2021 014131-CC,COVID-19,Bar,Social Distancing,,,01/30/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,94 RAINEY STREET,9,0203030707,POINT (-97.73837532 30.26070309)
2021 020852-CC,COVID-19,Other (Describe in Comments),Face Covering,,,02/08/2021 12:00:00 AM,02/08/2021 12:00:00 AM,Referred to Appropriate Agency,14326 HUNTERS BEND ROAD,,0302550505,POINT (-97.5829709 30.24480814)
2021 020577-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/08/2021 12:00:00 AM,02/08/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1200 KRAMER LANE,4,0247170701,POINT (-97.69435676 30.38289965)
2020 049347-CC,COVID-19,Restaurant,Social Distancing,,,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2021 005408-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,01/14/2021 12:00:00 AM,01/14/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2700 S LAMAR BOULEVARD,5,0401090154,POINT (-97.78045913 30.24539071)
2020 049353-CC,COVID-19,Restaurant,Social Distancing,,,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2020 051803-CC,COVID-19,Other,Non-essential Business,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,COVID-19/Education Provided,2433 RUTLAND DRIVE,7,0250080303,POINT (-97.72214703 30.38219766)
2020 110269-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,8301 S IH 35  NB,,0431080507,POINT (-97.7805364 30.17241364)
2020 103236-CC,COVID-19,Restaurant,Social Distancing,,,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2020 098756-CC,COVID-19,Restaurant,Face-Covering,,,07/03/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2700 S LAMAR BOULEVARD,5,0401090154,POINT (-97.78045913 30.24539071)
2021 073969-CC,COVID-19,Residential,Eviction,,,05/17/2021 12:00:00 AM,05/21/2021 12:00:00 AM,COVID-19/Education Provided,11607 SIERRA NEVADA UNIT 2,10,0162030339,POINT (-97.75504048 30.42085886)
2021 001165-CC,COVID-19,Construction Site,Face Covering Non-Compliance - Business,,,01/05/2021 12:00:00 AM,01/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,WESTMINSTER DR AND PEACEDALE LN,,,POINT (-88.448709 24.923983)
2021 007019-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/19/2021 12:00:00 AM,01/19/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9231 W PARMER LANE UNIT 101,6,R468287,POINT (-97.7665772 30.47883786)
2021 019874-CC,COVID-19,Restaurant,Social Distancing,,,02/05/2021 12:00:00 AM,02/08/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7601 N LAMAR BOULEVARD NB,4,0234110806,POINT (-97.71402423 30.344044)
2021 020186-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,02/07/2021 12:00:00 AM,02/08/2021 12:00:00 AM,Closed/Duplicate Case,1024 E 44TH STREET,9,0218090616,POINT (-97.71752264 30.30223843)
2020 102855-CC,COVID-19,Restaurant,Over Occupancy,,,07/10/2020 12:00:00 AM,07/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2020 049211-CC,COVID-19,Restaurant,Social Distancing,,,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2020 098521-CC,COVID-19,Restaurant,Social Distancing,,,07/02/2020 12:00:00 AM,07/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2613 S LAMAR BOULEVARD,5,0404070104,POINT (-97.77925978 30.24513234)
2020 164871-CC,COVID-19,Other (Describe in Comments),Face Covering,,,10/27/2020 12:00:00 AM,10/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2209 BLUEBONNET LANE,5,0401070339,POINT (-97.77575439 30.24880426)
2021 020151-CC,COVID-19,Residential,Eviction,,,02/07/2021 12:00:00 AM,02/08/2021 12:00:00 AM,COVID-19/Education Provided,11216 PRAIRIE DOVE CIRCLE,4,0252130612,POINT (-97.70468931 30.39006887)
2021 020909-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/08/2021 12:00:00 AM,02/08/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,RIO GRANDE ST AND W 26TH ST,,,POINT (-88.448709 24.923983)
2020 189315-CC,COVID-19,Residential,Eviction,,,12/15/2020 12:00:00 AM,01/05/2021 12:00:00 AM,COVID-19/Education Provided,8312 N IH 35 NB 2131,,,POINT (-88.448709 24.923983)
2021 014104-CC,COVID-19,Bar,Social Distancing,,,01/30/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,83 RAINEY STREET,9,0203031011,POINT (-97.73823546 30.25939384)
2020 190466-CC,COVID-19,Residential,Eviction,,,12/17/2020 12:00:00 AM,01/05/2021 12:00:00 AM,COVID-19/Education Provided,8312 N IH 35 SVRD SB 2125,,,POINT (-88.448709 24.923983)
2021 010062-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/25/2021 12:00:00 AM,01/25/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9231 W PARMER LANE UNIT 101,6,R468287,POINT (-97.7665772 30.47883786)
2021 077373-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,05/21/2021 12:00:00 AM,05/21/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,500 W WILLIAM CANNON DRIVE UNIT 518,2,0419110127,POINT (-97.78510956 30.19654416)
2021 047181-CC,COVID-19,Residential,Eviction,,,03/31/2021 12:00:00 AM,04/01/2021 12:00:00 AM,COVID-19/Education Provided,2302 DURWOOD STREET UNIT 618,3,0403010250,POINT (-97.75773078 30.24193961)
2021 042084-CC,COVID-19,Residential,Eviction,,,03/23/2021 12:00:00 AM,03/25/2021 12:00:00 AM,COVID-19/Education Provided,8104 POSTEN LANE,2,0314200138,POINT (-97.68557608 30.21291543)
2021 042886-CC,COVID-19,Residential,Eviction,,,03/24/2021 12:00:00 AM,03/25/2021 12:00:00 AM,COVID-19/Education Provided,7000 OAK MEADOW CIRCLE,8,0408400208,POINT (-97.88013624 30.23530841)
2021 000811-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/04/2021 12:00:00 AM,01/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7101 S MOPAC EXPY SVRD NB,,,POINT (-88.448709 24.923983)
2021 001121-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/05/2021 12:00:00 AM,01/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,12188 RENFERT WAY,,,POINT (-88.448709 24.923983)
2020 138430-CC,COVID-19,Other (Describe in Comments),Face Covering,,,09/09/2020 12:00:00 AM,09/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1604 E RIVERSIDE DRIVE,3,0302060131,POINT (-97.73073726 30.24564178)
2022 024134-CC,COVID-19,Residential,Eviction,,,02/21/2022 12:00:00 AM,03/18/2022 12:00:00 AM,COVID-19/Education Provided,2302 DURWOOD STREET,3,0403010250,POINT (-97.75773078 30.24193961)
2021 036410-CC,COVID-19,Other (Describe in Comments),Face Covering,,,03/12/2021 12:00:00 AM,03/13/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,235 CANYON RIDGE DRIVE,1,0256260203,POINT (-97.67045296 30.40132998)
2021 043413-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/25/2021 12:00:00 AM,03/25/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,8801 WEST GATE BOULEVARD,5,0424231407,POINT (-97.83249778 30.19107479)
2021 043551-CC,COVID-19,Other (Describe in Comments),Face Covering,,,03/25/2021 12:00:00 AM,03/25/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7934 THAXTON RD,,,POINT (-88.448709 24.923983)
2021 043928-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/25/2021 12:00:00 AM,03/25/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1701 W BEN WHITE BLVD EB 165,,,POINT (-88.448709 24.923983)
2021 043025-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,03/24/2021 12:00:00 AM,03/25/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2909 GUADALUPE STREET,9,0217021709,POINT (-97.74240249 30.29563962)
2021 043933-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,03/25/2021 12:00:00 AM,03/25/2021 12:00:00 AM,Cancelled,6624 MILLRACE DR,,,POINT (-88.448709 24.923983)
2021 043534-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/25/2021 12:00:00 AM,03/25/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2800 W WILLIAM CANNON DRIVE,5,0416191005,POINT (-97.8174886 30.20834115)
2021 019868-CC,COVID-19,Apartment Common Area,Over Occupancy,,,02/05/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1500 E PARMER LANE UNIT 1411,1,0252300715,POINT (-97.65120694 30.38979014)
2020 051841-CC,COVID-19,Other,Over Occupancy,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4215 BULL CREEK ROAD BLDG  1,10,0124000601,POINT (-97.75423851 30.31586608)
2020 111883-CC,COVID-19,Residential/Apartment,Face Covering Non-Compliance - Business,,,07/28/2020 12:00:00 AM,07/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1500 E RIVERSIDE DRIVE,3,0302060128,POINT (-97.73201509 30.24708221)
2021 076540-CC,COVID-19,Residential,Eviction,,,05/20/2021 12:00:00 AM,05/24/2021 12:00:00 AM,COVID-19/Education Provided,470 E RIVERSIDE DR  1428,,,POINT (-88.448709 24.923983)
2021 013616-CC,COVID-19,Restaurant,Over Occupancy,,,01/30/2021 12:00:00 AM,01/31/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,5712 MENCHACA RD,,,POINT (-88.448709 24.923983)
2021 001006-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/05/2021 12:00:00 AM,01/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,5306 S IH 35 SVRD SB,,,POINT (-88.448709 24.923983)
2020 144173-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5101 GUADALUPE STREET,9,0224070724,POINT (-97.72816206 30.31775455)
2020 093918-CC,COVID-19,Other,Face-Covering,,,06/24/2020 12:00:00 AM,06/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,7101 S MOPAC EXPRESSWAY NB,8,0415270402,POINT (-97.83994963 30.21641699)
2020 136164-CC,COVID-19,Residential,Eviction,,,09/02/2020 12:00:00 AM,09/10/2020 12:00:00 AM,COVID-19/Education Provided,11724 GEMMER STREET,2,0334360306,POINT (-97.64561379 30.15907608)
2020 179280-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,11/22/2020 12:00:00 AM,11/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,6808 N LAMAR BOULEVARD,7,0231090211,POINT (-97.72069389 30.33605713)
2020 165376-CC,COVID-19,Other (Describe in Comments),Face Covering,,,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,746 W STASSNEY LANE,2,0414101549,POINT (-97.78347786 30.20915001)
2020 050450-CC,COVID-19,Other,Over Occupancy,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2901 S CAPITAL OF TEXAS HIGHWAY NB UNIT  B04,8,0104160101,POINT (-97.80700699 30.25788678)
2020 055155-CC,COVID-19,Other,Social Distancing,,,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,1100 CUMBERLAND ROAD,3,0403050201,POINT (-97.76868076 30.24140649)
2020 058456-CC,COVID-19,Churches,Social Distancing,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1188 OAK GROVE AVENUE,1,0209140501,POINT (-97.70373039 30.27514293)
2020 056985-CC,COVID-19,Other,Social Distancing,,,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,COVID-19/Education Provided,237 W 3RD STREET,9,0205011001,POINT (-97.7457325 30.26565339)
2020 061251-CC,COVID-19,Residential,Over Occupancy,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1510 W NORTH LOOP BOULEVARD,7,0227051101,POINT (-97.73798132 30.32545194)
2020 102987-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/11/2020 12:00:00 AM,07/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1007 E RUNDBERG LANE UNIT 121,4,0239200901,POINT (-97.68410511 30.35557231)
2020 114516-CC,COVID-19,Restaurant,Social Distancing,,,08/02/2020 12:00:00 AM,08/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1200 W HOWARD LANE,7,0266230602,POINT (-97.66974345 30.42418909)
2020 063807-CC,COVID-19,Residential,Social Distancing,,,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,COVID-19/Education Provided,7200 EASY WIND DRIVE BUNIT  1001,7,0233090903,POINT (-97.71944109 30.34050737)
2020 069428-CC,COVID-19,Other,Non-essential Business,,,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2101 W BEN WHITE BLVD SVRD EB,5,0408111108,POINT (-97.79117005 30.22983661)
2020 055790-CC,COVID-19,Schools,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3700 NORTH HILLS DRIVE,10,0138040701,POINT (-97.75836176 30.35410061)
2020 058388-CC,COVID-19,Residential,Social Distancing,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5821 SUNSET RIDGE,8,0101400517,POINT (-97.88618318 30.25509146)
2020 166891-CC,COVID-19,Restaurant,Social Distancing,,,11/01/2020 12:00:00 AM,11/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,217 E 6TH STREET,9,0206031107,POINT (-97.74085953 30.26724142)
2020 056436-CC,COVID-19,Parks,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1513 CONSTANTA DRIVE,1,0254301604,POINT (-97.64957561 30.39260958)
2021 020906-CC,COVID-19,Apartment Common Area,Over Occupancy,,,02/08/2021 12:00:00 AM,02/08/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1500 E PARMER LANE UNIT 1411,1,0252300715,POINT (-97.65120694 30.38979014)
2020 143743-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1600 E RIVERSIDE DRIVE,3,0302060129,POINT (-97.73104582 30.24592559)
2020 144897-CC,COVID-19,Restaurant,Face Covering,,,09/21/2020 12:00:00 AM,09/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2218 COLLEGE AVENUE,3,0403010423,POINT (-97.75332282 30.24049027)
2020 053203-CC,COVID-19,Residential,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1500 E PARMER LANE,1,0252300715,POINT (-97.65120694 30.38979014)
2020 072254-CC,COVID-19,Restaurant,Social Distancing,,,05/10/2020 12:00:00 AM,05/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,504 W OLTORF STREET UNIT  2,3,0403010221,POINT (-97.75820566 30.2416639)
2021 021684-CC,COVID-19,Apartment Common Area,Over Occupancy,,,02/09/2021 12:00:00 AM,02/10/2021 12:00:00 AM,Referred to Appropriate Agency,1500 E PARMER LANE BUNIT 1,1,0252300715,POINT (-97.65120694 30.38979014)
2020 053235-CC,COVID-19,Residential,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1300 E RIVERSIDE DRIVE,3,0301040236,POINT (-97.73393788 30.24849995)
2020 098907-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1620 E RIVERSIDE DRIVE,3,0302060131,POINT (-97.73032522 30.24518414)
2021 001908-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/06/2021 12:00:00 AM,01/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9012 RESEARCH BLVD SB,,,POINT (-88.448709 24.923983)
2020 050869-CC,COVID-19,Residential,Social Distancing,,,03/26/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1500 E PARMER LANE,1,0252300715,POINT (-97.65120694 30.38979014)
2020 125416-CC,COVID-19,Residential/Apartment,Over Occupancy,,,08/22/2020 12:00:00 AM,08/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,12408 DESSAU ROAD,1,0252300717,POINT (-97.64731846 30.38989328)
2020 062119-CC,COVID-19,Residential,Social Distancing,,,04/20/2020 12:00:00 AM,05/18/2020 12:00:00 AM,Closed due to Administrative Reasons,2501 EAST SIDE DRIVE,3,0306010319,POINT (-97.74930712 30.23520571)
2020 098862-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1620 E RIVERSIDE DRIVE,3,0302060131,POINT (-97.73032522 30.24518414)
2020 168719-CC,COVID-19,Residential,Eviction,,,11/04/2020 12:00:00 AM,11/12/2020 12:00:00 AM,COVID-19/Education Provided,1200 E PARMER LANE,1,0254300717,POINT (-97.65282392 30.39495979)
2020 143058-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1620 E RIVERSIDE DRIVE,3,0302060131,POINT (-97.73032522 30.24518414)
2021 021005-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9020 TUSCANY WAY,1,0233280301,POINT (-97.66137006 30.33730011)
2021 043964-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,03/25/2021 12:00:00 AM,03/26/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,809 E 8TH STREET,1,0206050208,POINT (-97.73329596 30.26718669)
2021 021234-CC,COVID-19,Construction Site,Social Distancing,,,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,WESTMINSTER DR AND RAVENSDALE LN,,,POINT (-88.448709 24.923983)
2021 043917-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,03/25/2021 12:00:00 AM,03/26/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2101 S LAMAR BOULEVARD,5,0401060264,POINT (-97.77032958 30.24749378)
2021 021428-CC,COVID-19,Apartment Common Area,Face Covering Non-Compliance - Business,,,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,13401 LEGENDARY DRIVE,6,0270030402,POINT (-97.73436572 30.43851278)
2021 021666-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,ANDERSON MILL RD AND N US 183 HWY SVRD NB,,,POINT (-88.448709 24.923983)
2020 058168-CC,COVID-19,Other,Over Occupancy,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2501 S LAMAR BOULEVARD,5,0401091022,POINT (-97.77785314 30.24603502)
2021 020935-CC,COVID-19,Other (Describe in Comments),Face Covering,,,02/08/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2011 PARK BEND DR,,,POINT (-88.448709 24.923983)
2020 138022-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,509 W SLAUGHTER LANE,5,0430130612,POINT (-97.79897702 30.17155324)
2021 021179-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,5017 W 290 HWY EB,,,POINT (-88.448709 24.923983)
2021 020962-CC,COVID-19,Other (Describe in Comments),Face Covering,,,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,3300 S LAMAR BOULEVARD,5,0403100404,POINT (-97.78593401 30.24140697)
2020 102791-CC,COVID-19,Residential,Eviction,,,07/10/2020 12:00:00 AM,07/16/2020 12:00:00 AM,COVID-19/Education Provided,501 E OLTORF STREET,3,0405000209,POINT (-97.75097121 30.23706248)
2021 020934-CC,COVID-19,Other (Describe in Comments),Face Covering,,,02/08/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,503 CANYON RIDGE DR,,,POINT (-88.448709 24.923983)
2021 021637-CC,COVID-19,Construction Site,Social Distancing,,,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,5515 WOODROW AVENUE,7,0228060820,POINT (-97.73334897 30.32723107)
2021 009171-CC,COVID-19,Residential,Eviction,,,01/22/2021 12:00:00 AM,02/09/2021 12:00:00 AM,Closed due to Voluntary Compliance,3205 BURLESON ROAD,3,0310050305,POINT (-97.73348736 30.21993753)
2021 021060-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9001 N IH 35 SVRD NB,,,POINT (-88.448709 24.923983)
2021 021045-CC,COVID-19,Apartment Common Area,Face Covering Non-Compliance - Business,,,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,13401 LEGENDARY DRIVE,6,0270030402,POINT (-97.73436572 30.43851278)
2021 044011-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/26/2021 12:00:00 AM,03/26/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,4404 W WILLIAM CANNON DRIVE,8,0412250202,POINT (-97.83951296 30.22362217)
2021 020181-CC,COVID-19,Apartment Common Area,Social Distancing,,,02/07/2021 12:00:00 AM,02/07/2021 12:00:00 AM,Referred to Appropriate Agency,1500 E PARMER LANE UNIT 1411,1,0252300715,POINT (-97.65120694 30.38979014)
2020 055017-CC,COVID-19,Residential,Social Distancing,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1221 S CONGRESS AVENUE,9,0300012101,POINT (-97.74865605 30.25142463)
2021 013713-CC,COVID-19,Restaurant,Social Distancing,,,01/31/2021 12:00:00 AM,01/31/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,8618 RESEARCH BLVD SVRD SB,,,POINT (-88.448709 24.923983)
2020 156520-CC,COVID-19,Construction,Face-Covering,DSD Referral,,10/13/2020 12:00:00 AM,10/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1716 NASH AVENUE,5,0100063801,POINT (-97.77016405 30.2533093)
2021 044610-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/26/2021 12:00:00 AM,03/26/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1701 W BEN WHITE BLVD SVRD EB 165,,,POINT (-88.448709 24.923983)
2021 013681-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/31/2021 12:00:00 AM,01/31/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,13945 N 183 HWY NB,,,POINT (-88.448709 24.923983)
2021 013688-CC,COVID-19,Restaurant,Over Occupancy,,,01/31/2021 12:00:00 AM,01/31/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9333 RESEARCH BLVD NB DAVE N BUSTERS,,,POINT (-88.448709 24.923983)
